TYPE;CODE_INSEE;CODE_ORIG;NUM;NOM_ETABLISSEMENT;NUMÉRO_ET_LIBELLÉ_VOIE;LIEU_DIT;CODE_POSTAL;LIGNE_D_ACHEMINEMENT;PAYS_OU_DÉNOMINATION_TOM_COM;COORDONNÉES_X;COORDONNÉES_Y;NU_TEL;ADRESSE_MAIL
TBRTJ;89024;9;63872;Tribunal Paritaire des Baux Ruraux d'Auxerre;PLACE DU PALAIS DE JUSTICE;;89000;AUXERRE;;3.568215;47.798322;0386723030;
TGI;89387;1;206;Tribunal judiciaire de Sens;1 RUE DU PALAIS DE JUSTICE;;89100;SENS;;3.276744;48.196429;0386658600;sauj.tj-sens@justice.fr
CPH;89387;1;1198;Conseil de Prud'hommes de Sens;1 RUE DU PALAIS DE JUSTICE;;89100;SENS;;3.276744;48.196429;0386658600;cph-sens@justice.fr
TBRTJ;89387;9;63874;Tribunal Paritaire des Baux Ruraux de Sens;3 RUE THENARD;;89100;SENS;;3.283854;48.198662;0386839100;
TCO;89387;1;447;Tribunal de Commerce de Sens;1 RUE DU PALAIS DE JUSTICE;;89100;SENS;;3.276744;48.196429;0386652353;
TE;90010;1;3304;Tribunal pour Enfants de Belfort;9 PLACE DE LA REPUBLIQUE;;90000;BELFORT;;6.861685;47.639562;0384585300;
TGI;90010;1;207;Tribunal judiciaire de Belfort;9 PLACE DE LA REPUBLIQUE;;90000;BELFORT;;6.861685;47.639562;0384585300;accueil-belfort@justice.fr
CDAD;90010;9;58961;Conseil départemental d'accès au droit du Territoire de Belfort;4 RUE DES NOUVELLES;;90000;BELFORT;;6.862515;47.638411;0384549808;cdad90@gmail.com
CPH;90010;1;1199;Conseil de Prud'hommes de Belfort;1 RUE DE MORIMONT;;90000;BELFORT;;6.85733;47.637815;0384210415;cph-belfort@justice.fr et accueil-belfort@justice.fr
TBRTJ;90010;9;63464;Tribunal Paritaire des Baux Ruraux de Belfort;5 PLACE DE LA REPUBLIQUE;;90000;BELFORT;;6.861119;47.63919;0384281621;
TCO;90010;1;448;Tribunal de Commerce de Belfort;1 RUE MORIMONT;;90000;BELFORT;;6.861945;47.64126;0384280557;
TE;91228;1;3313;Tribunal pour Enfants d'Évry-Courcouronnes;9 RUE DES MAZIERES;;91000;EVRY;;2.430881;48.629781;0160767800;
TGI;91228;1;208;Tribunal judiciaire d'Évry-Courcouronnes;9 RUE DES MAZIERES;;91000;EVRY;;2.430881;48.629781;0160767800;tj1-evry@justice.fr
CASS;91228;9;525;Cour d'Assises de l'Essonne;9 RUE DES MAZIERES;;91000;EVRY;;2.430881;48.629781;0160767800;
CCD;91228;9;67405;Cour Criminelle Départementale de l'Essonne;9 RUE DES MAZIERES;;91000;EVRY;;2.430881;48.629781;01 60 76 78 00;
CDAD;91228;9;58986;Conseil départemental d'accès au droit de l'Essonne;9 RUE DES MAZIERES;;91000;EVRY;;2.430881;48.629781;0160767890;
CPH;91228;1;1200;Conseil de Prud'hommes d'Évry-Courcouronnes;1 RUE DE LA PATINOIRE;;91000;EVRY;;2.429609;48.630241;0169473626;cph-evry@justice.fr
TBRTJ;91228;9;63876;Tribunal Paritaire des Baux Ruraux d'Évry-Courcouronnes;1 RUE DE LA PATINOIRE;;91000;EVRY;;2.429609;48.630241;0169473600;
TCO;91228;1;449;Tribunal de Commerce d'Évry-Courcouronnes;1 RUE DE LA PATINOIRE;;91000;EVRY;;2.429609;48.630241;0169473650;
TBRTJ;91477;9;63884;Tribunal Paritaire des Baux Ruraux de Palaiseau;PLACE DE LA VICTOIRE;;91120;PALAISEAU;;2.242664;48.711976;0160140080;
TPRX;91477;9;63043;Tribunal de proximité de Palaiseau;PLACE DE LA VICTOIRE;;91120;PALAISEAU;;2.242664;48.711976;0160140080;tprx-palaiseau@justice.fr
TBRTJ;91223;9;63878;Tribunal Paritaire des Baux Ruraux d'Etampes;1 RUE ARISTIDE BRIAND;;91150;ETAMPES;;2.161209;48.433767;0164946145;
TPRX;91223;9;62996;Tribunal de proximité d'Etampes;1 RUE ARISTIDE BRIAND;;91150;ETAMPES;;2.161209;48.433767;0164946145;tprx-etampes@justice.fr
CPH;91345;1;1202;Conseil de Prud'hommes de Longjumeau;142 RUE PIERRE ET MARIE CURIE;;91160;LONGJUMEAU;;2.296559;48.688571;0181851468;cph-longjumeau@justice.fr
TBRTJ;91345;9;63882;Tribunal Paritaire des Baux Ruraux de Lonjumeau;11 AVENUE DU MARECHAL LECLERC;;91160;LONGJUMEAU;;2.292132;48.698413;0169102650;
TPRX;91345;9;63017;Tribunal de proximité de Longjumeau;142 RUE PIERRE ET MARIE CURIE;;91160;LONGJUMEAU;;2.296559;48.688571;0181851468;tprx-longjumeau@justice.fr
TBRTJ;91326;9;63880;Tribunal Paritaire des Baux Ruraux de Juvisy-sur-Orge;27 RUE VICTOR HUGO;;91260;JUVISY SUR ORGE;;2.377077;48.690936;0169121830;
TPRX;91326;9;63014;Tribunal de proximité de Juvisy-sur-Orge;27 RUE VICTOR HUGO;;91260;JUVISY SUR ORGE;;2.377077;48.690936;0169121830;tprx-juvisy-sur-orge@justice.fr
TE;92050;1;3322;Tribunal pour Enfants de Nanterre;179-191 AVENUE JOLIOT CURIE;;92000;NANTERRE;;2.216838;48.897347;0140971019/0;
TGI;92050;1;209;Tribunal judiciaire de Nanterre;179-191 AVENUE JOLIOT CURIE;;92000;NANTERRE;;2.216838;48.897347;0140971010;accueil.tj-nanterre@justice.fr
CASS;92050;9;516;Cour d'Assises des Hauts-de-Seine;179-191 AVENUE JOLIOT CURIE;;92000;NANTERRE;;2.216838;48.897347;0140971010;
CCD;92050;9;67421;Cour Criminelle Départementale des Hauts-de-Seine;179-191 AVENUE JOLIOT CURIE;;92000;NANTERRE;;2.216838;48.897347;01 40 97 10 10;
CDAD;92050;9;59012;Conseil départemental d'accès au droit des Hauts-de-Seine;179-191 AVENUE JOLIOT CURIE;;92000;NANTERRE;;2.216838;48.897347;;cdad-hauts-de-seine@justice.fr
CPH;92050;1;1204;Conseil de Prud'hommes de Nanterre;2 RUE PABLO NERUDA;;92000;NANTERRE;;2.21574;48.895425;0140971650;cph-nanterre@justice.fr
TAE;92050;9;79919;Tribunal des activités économiques de Nanterre;2 RUE PABLO NERUDA;;92000;NANTERRE;;2.21574;48.895425;0140971717;
CPH;92012;1;1203;Conseil de Prud'hommes de Boulogne-Billancourt;7 RUE MAHIAS;;92100;BOULOGNE BILLANCOURT;;2.234222;48.84603;0146999120;cph-boulogne-billancourt@justice.fr
TPRX;92012;9;62973;Tribunal de proximité de Boulogne-Billancourt;35 RUE PAUL BERT;;92100;BOULOGNE BILLANCOURT;;2.239224;48.835311;0146030817;civil.tprx-boulogne-billancourt@justice.fr
TBRTJ;92002;9;63787;Tribunal Paritaire des Baux Ruraux d'Antony;1 PLACE AUGUSTE MOUNIE;;92160;ANTONY;;2.300018;48.754528;0155590100;
TPRX;92002;9;62960;Tribunal de proximité d'Antony;1 PLACE AUGUSTE MOUNIE;;92160;ANTONY;;2.300018;48.754528;0155590100;accueil.tprx-antony@justice.fr
TBRTJ;92075;9;63789;Tribunal Paritaire des Baux Ruraux de Vanves;34 RUE ANTOINE FRATACCI;;92170;VANVES;;2.288424;48.820973;0141901111;
TPRX;92075;9;63073;Tribunal de proximité de Vanves;34 RUE ANTOINE FRATACCI;;92170;VANVES;;2.288424;48.820973;0141901111;accueil.tprx-vanves@justice.fr
TPRX;92026;9;62988;Tribunal de proximité de Courbevoie;25 RUE DU PRESIDENT KRUGER;;92400;COURBEVOIE;;2.255618;48.898831;0143330342;tprx-courbevoie@justice.fr
TPRX;92004;9;62962;Tribunal de proximité d'Asnières-sur-Seine;112 AVENUE DE LA REDOUTE;;92600;ASNIERES SUR SEINE;;2.280398;48.929003;0441474120;tprx-asnieres@justice.fr
TPRX;92025;9;62986;Tribunal de proximité de Colombes;9 RUE GABRIEL PERI;;92700;COLOMBES;;2.251702;48.922984;0147852038;tprx-colombes@justice.fr
TPRX;92062;9;63050;Tribunal de proximité de Puteaux;131 RUE DE LA REPUBLIQUE;;92800;PUTEAUX;;2.238008;48.88405;0146930800;tprx-puteaux@justice.fr
TE;93008;1;3331;Tribunal pour Enfants de Bobigny;173 AVENUE PAUL VAILLANT COUTURIER;;93000;BOBIGNY;;2.449687;48.909071;0148951393;
TGI;93008;1;210;Tribunal judiciaire de Bobigny;173 AVENUE PAUL VAILLANT COUTURIER;;93000;BOBIGNY;;2.449687;48.909071;0148951393;tj1-bobigny@justice.fr
CASS;93008;9;512;Cour d'Assises de la Seine-Saint-Denis;173 AVENUE PAUL VAILLANT COUTURIER;;93000;BOBIGNY;;2.449687;48.909071;0148951393;
CCD;93008;9;67455;Cour Criminelle Départementale de la Seine-Saint-Denis;173 AVENUE PAUL VAILLANT COUTURIER;;93000;BOBIGNY;;2.449687;48.909071;01 48 95 13 93;
CDAD;93008;9;58964;Conseil départemental d'accès au droit de Seine-Saint-Denis;173 AVENUE PAUL VAILLANT COUTURIER;;93000;BOBIGNY;;2.449687;48.909071;;cdad.seine-saint-denis@justice.fr
CPH;93008;1;1205;Conseil de Prud'hommes de Bobigny;1-13 RUE MICHEL DE L'HOSPITAL;;93000;BOBIGNY;;2.454191;48.90674;0148962222;cph-bobigny@justice.fr
TBRTJ;93008;9;63896;Tribunal Paritaire des Baux Ruraux de Bobigny;1 PROMENADE JEAN ROSTAND;;93000;BOBIGNY;;2.453072;48.908234;0148961110;
TCO;93008;1;451;Tribunal de Commerce de Bobigny;1-13 RUE MICHEL DE L'HOSPITAL;;93000;BOBIGNY;;2.454191;48.90674;0891011111;
TA;93048;9;40431;Tribunal Administratif de Montreuil;7 RUE CATHERINE PUIG;;93100;MONTREUIL;;2.421297;48.855832;0149202000;greffe.ta-montreuil@juradm.fr
TPRX;93048;9;63035;Tribunal de proximité de Montreuil (93);62 RUE FRANKLIN;;93100;MONTREUIL;;2.444334;48.863606;0148588253;tprx-montreuil-sous-bois@justice.fr
TBRTJ;93066;9;63888;Tribunal Paritaire des Baux Ruraux de Saint-Denis;1 PASSAGE DES DEUX PICHETS;;93200;ST DENIS;;2.359491;48.936262;0148133780;
TPRX;93066;9;62990;Tribunal de proximité de Saint-Denis;1 PASSAGE DES DEUX PICHETS;;93200;ST DENIS;;2.359491;48.936262;0148133780;tprx-st-denis@justice.fr
TPRX;93001;9;62965;Tribunal de proximité d'Aubervilliers;SQUARE STALINGRAD;;93300;AUBERVILLIERS;;2.38256;48.91218;0148337638;tprx-aubervilliers@justice.fr
TPRX;93062;9;63051;Tribunal de proximité du Raincy;8 ALLEE BARATIN;;93340;LE RAINCY;;2.515923;48.898924;0143013674;tprx-le-raincy@justice.fr
TPRX;93070;9;63042;Tribunal de proximité de Saint-Ouen;4 RUE DIDEROT;;93400;ST OUEN;;2.334364;48.911001;0140125040;tprx-st-ouen@justice.fr
TPRX;93055;9;63044;Tribunal de proximité de Pantin;41 RUE DELIZY;;93500;PANTIN;;2.408848;48.89771;0148444427;tprx-pantin@justice.fr
TBRTJ;93005;9;63886;Tribunal Paritaire des Baux Ruraux d'Aulnay-sous-Bois;10 BOULEVARD HOCHE;;93600;AULNAY SOUS BOIS;;2.501166;48.932839;0148660908;
TPRX;93005;9;62966;Tribunal de proximité d'Aulnay-sous-Bois;10 BOULEVARD HOCHE;;93600;AULNAY SOUS BOIS;;2.501166;48.932839;0148660908;tprx-aulnay-sous-bois@justice.fr
TGI;94028;1;211;Tribunal judiciaire de Créteil;PLACE DU PALAIS;;94000;CRETEIL;;2.444272;48.785747;0149811600;tj-creteil@justice.fr
TE;94028;1;3340;Tribunal pour Enfants de Créteil;RUE PASTEUR VALERY RADOT;;94000;CRETEIL;;2.440766;48.789318;0149811600;
CASS;94028;9;510;Cour d'Assises du Val-de-Marne;RUE PASTEUR VALERY RADOT;;94000;CRETEIL;;2.440766;48.789318;0149811600;
CCD;94028;9;67459;Cour Criminelle Départementale du Val-de-Marne;RUE PASTEUR VALERY RADOT;;94000;CRETEIL;;2.440766;48.789318;01 49 81 16 00;
CDAD;94028;9;58981;Conseil départemental d'accès au droit du Val de Marne;PLACE DU PALAIS;;94000;CRETEIL;;2.444272;48.785747;0149811644;cdad-val-de-marne@justice.fr
CPH;94028;1;1206;Conseil de Prud'hommes de Créteil;1 AVENUE DU GENERAL DE GAULLE;;94000;CRETEIL;;2.45866;48.780906;0142070004;cph-creteil@justice.fr
TCO;94028;1;452;Tribunal de Commerce de Créteil;1 AVENUE DU GENERAL DE GAULLE;;94000;CRETEIL;;2.45866;48.780906;01439905751007;
TBRTJ;94068;9;63892;Tribunal Paritaire des Baux Ruraux de Saint-Maur-des-Fossés;1 AVENUE GAMBETTA;;94100;ST MAUR DES FOSSES;;2.486544;48.802296;0142833223;
TPRX;94068;9;63026;Tribunal de proximité de Saint-Maur-des-Fossés;1 AVENUE GAMBETTA;;94100;ST MAUR DES FOSSES;;2.486544;48.802296;0142833223;tprx-st-maur-des-fosses@justice.fr
TBRTJ;94052;9;63890;Tribunal Paritaire des Baux Ruraux de Nogent-sur-Marne;19 RUE CHARLES VII;;94130;NOGENT SUR MARNE;;2.486347;48.836486;0143941735;
TPRX;94052;9;63039;Tribunal de proximité de Nogent-sur-Marne;19 RUE CHARLES VII;;94130;NOGENT SUR MARNE;;2.486347;48.836486;0143941735;tprx-nogent-sur-marne@justice.fr
CPH;94078;1;1207;Conseil de Prud'hommes de Villeneuve-Saint-Georges;29 RUE DE BALZAC;;94190;VILLENEUVE ST GEORGES;;2.450137;48.731328;0143898882;cph-villeneuve-st-georges@justice.fr
TPRX;94041;9;63012;Tribunal de proximité d'Ivry-sur-Seine;PLACE MARCEL CACHIN;;94200;IVRY SUR SEINE;;2.390871;48.814146;0145152288;tprx-ivry-sur-seine@justice.fr
TPRX;94018;9;62980;Tribunal de proximité de Charenton-le-Pont;48 RUE DE PARIS;;94220;CHARENTON LE PONT;;2.416027;48.819544;0143536230;tprx-charenton-le-pont@justice.fr
TBRTJ;94071;9;63898;Tribunal Paritaire des Baux Ruraux de Sucy en Brie;2 RUE PIERRE SEMARD;;94370;SUCY EN BRIE;;2.518258;48.770462;0145100920;
TPRX;94071;9;63067;Tribunal de proximité de Sucy en Brie;2 RUE PIERRE SEMARD;;94370;SUCY EN BRIE;;2.518258;48.770462;0145100920;tprx-sucy-en-brie@justice.fr
TBRTJ;94076;9;63894;Tribunal Paritaire des Baux Ruraux de Villejuif;127-129 RUE JEAN JAURES;;94800;VILLEJUIF;;2.366749;48.790754;0149581235;
TPRX;94076;9;63075;Tribunal de proximité de Villejuif;127-129 RUE JEAN JAURES;;94800;VILLEJUIF;;2.366749;48.790754;0149581235;tprx-villejuif@justice.fr
TA;95127;9;19543;Tribunal Administratif de Cergy-Pontoise;2-4 BD DE L'HAUTIL;;95000;CERGY;;2.0864;49.037727;0130173400;greffe.ta-cergy-pontoise@juradm.fr
CPH;95018;1;1208;Conseil de Prud'hommes d'Argenteuil;9 RUE DES CELTES;;95100;ARGENTEUIL;;2.233356;48.955498;0139804040;accueil.cph-argenteuil@justice.fr
TBRTJ;95582;9;63797;Tribunal Paritaire des Baux Ruraux de Sannois;5 SQUARE JULES FERRY;;95110;SANNOIS;;2.257563;48.970119;0139810138;
TPRX;95582;9;63059;Tribunal de proximité de Sannois;5 SQUARE JULES FERRY;;95110;SANNOIS;;2.257563;48.970119;0139810138;tprx-sannois@justice.fr
CPH;95428;1;1210;Conseil de Prud'hommes de Montmorency;1 PLACE PIERRE MENDES FRANCE;;95160;MONTMORENCY;;2.311469;48.973479;0139346000;accueil.cph-montmorency@justice.fr
TBRTJ;95428;9;63793;Tribunal Paritaire des Baux Ruraux de Montmorency;1 PLACE PIERRE MENDES FRANCE;;95160;MONTMORENCY;;2.311469;48.973479;0139346000;
TPRX;95428;9;63033;Tribunal de proximité de Montmorency;1 PLACE PIERRE MENDES FRANCE;;95160;MONTMORENCY;;2.311469;48.973479;0139346000;accueil-montmorency@justice.fr
TE;95500;1;3349;Tribunal pour Enfants de Pontoise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587000;
TGI;95500;1;212;Tribunal judiciaire de Pontoise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587000;tj-pontoise@justice.fr
CASS;95500;9;450;Cour d'Assises du Val-d'Oise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587000;
CCD;95500;9;64181;Cour Criminelle Départementale du Val-d'Oise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587000;
CDAD;95500;9;59024;Conseil départemental d'accès au droit du Val d'Oise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587294;cdad-val-d'oise@justice.fr
CPH;95500;9;7248;Conseil de prud'hommes de Cergy-Pontoise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587430;cph-cergy-pontoise@justice.fr
TBRTJ;95500;9;63795;Tribunal Paritaire des Baux Ruraux de Pontoise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0172587460;
TCO;95500;1;453;Tribunal de Commerce de Pontoise;3 RUE VICTOR HUGO;;95300;PONTOISE;;2.100645;49.051931;0134254760;
TBRTJ;95277;9;63791;Tribunal Paritaire des Baux Ruraux de Gonesse;1 PLACE DE LA LIBERTE;;95500;GONESSE;;2.447668;48.987185;0134534373;
TPRX;95277;9;63006;Tribunal de proximité de Gonesse;1 PLACE DE LA LIBERTE;;95500;GONESSE;;2.447668;48.987185;0134534373;tprx-gonesse@justice.fr
TE;97105;1;3357;Tribunal pour Enfants de Basse-Terre;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0(590)410626;
TGI;97105;1;213;Tribunal judiciaire de Basse-Terre;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0(590)806363;tj2-basse-terre@justice.fr
CA;97105;1;31;Cour d'Appel de Basse-Terre;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0(590)806336;
CASS;97105;1;2043;Cour d'Assises de la Guadeloupe;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0(590)806336;
CCD;97105;9;64182;Cour Criminelle Départementale de Guadeloupe;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0(590)806336;
CDAD;97105;9;58958;Conseil départemental d'accès au droit de Guadeloupe;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0590806363;cdad-guadeloupe@justice.fr
CDAD;97105;9;62938;Conseil départemental d'accès au droit de Saint-Martin et Saint-Barthélémy;4 BOULEVARD FELIX EBOUE;;97100;BASSE TERRE;;-61.727441;15.99277;0690938204;cdad.guadeloupe@orange.fr
CPH;97105;1;1211;Conseil de Prud'hommes de Basse-Terre;ZAC DE CALEBASSIER;;97100;BASSE TERRE;;-61.737307;16.002464;0590806373;cph-basse-terre@justice.fr
TA;97105;9;3966;Tribunal Administratif de la Guadeloupe;6 RUE VICTOR HUGUES;;97100;BASSE TERRE;;-61.724114;15.996;0590814538;greffe.ta-basse-terre@juradm.fr
TA;97105;9;62650;Tribunal Administratif de Saint-Martin;6 RUE VICTOR HUGUES;;97100;BASSE TERRE;;-61.724114;15.996;0590814538;greffe.ta-basse-terre@juradm.fr
TBRTJ;97105;9;63847;Tribunal Paritaire des Baux Ruraux de Basse-Terre;ZAC DE CALEBASSIER;;97100;BASSE TERRE;;-61.738012;16.003397;0590806380;
TE;97120;1;3365;Tribunal pour Enfants de Pointe-à-Pitre;16 RUE DUGOMMIER;;97110;POINTE A PITRE;;-61.53317;16.235871;0(590)477483;tpe.tgi-pointe-a-pitre@justice.fr
TGI;97120;1;214;Tribunal judiciaire de Pointe-à-Pitre;16 RUE DUGOMMIER;;97110;POINTE A PITRE;;-61.53317;16.235871;0(590)896950;tj1-pointe-a-pitre@justice.fr
CPH;97120;1;1212;Conseil de Prud'hommes de Pointe-à-Pitre;14 PLACE DE L'EGLISE;;97110;POINTE A PITRE;;-61.534624;16.238513;0(590)820316;cph-pointe-a-pitre@justice.fr
TBRTJ;97120;9;63849;Tribunal Paritaire des Baux Ruraux de Pointe-à-Pitre;7 RUE VICTOR HUGUES;;97110;POINTE A PITRE;;-61.534663;16.237873;0(590)896363;
TBRTJ;97801;9;63851;Tribunal Paritaire des Baux Ruraux de Saint-Martin;23 RUE DE LA LIBERTE;;97150;ST MARTIN;;-63.0853;18.066937;0(590)875049;
TPRX;97801;9;63024;Tribunal de proximité de Saint-Martin;23 RUE DE LA LIBERTE;;97150;ST MARTIN;;-63.0853;18.066937;0(590)875049;tprx-saint-martin@justice.fr
TE;97209;1;3373;Tribunal pour Enfants de Fort-de-France;35 BOULEVARD DU GENERAL DE GAULLE;;97200;FORT DE FRANCE;;-61.0687;14.607529;0(596)484141;
TGI;97209;1;215;Tribunal judiciaire de Fort-de-France;35 BOULEVARD DU GENERAL DE GAULLE;;97200;FORT DE FRANCE;;-61.0687;14.607529;05 96 48 41 41;accueil-fort-de-france@justice.fr
CA;97209;1;32;Cour d'Appel de Fort-de-France;28 RUE VICTOR SCHOELCHER;;97200;FORT DE FRANCE;;-61.069057;14.604823;0596484141;
CASS;97209;1;2048;Cour d'Assises de la Martinique;28 RUE VICTOR SCHOELCHER;;97200;FORT DE FRANCE;;-61.069057;14.604823;0596484141;
CCD;97209;9;67437;Cour Criminelle Départementale de la Martinique;28 RUE VICTOR SCHOELCHER;;97200;FORT DE FRANCE;;-61.069057;14.604823;05 96 48 41 41;
CDAD;97209;9;58988;Conseil départemental d'accès au droit de Martinique;35 BOULEVARD DU GENERAL DE GAULLE;;97200;FORT DE FRANCE;;-61.0687;14.607529;0596484244;
CPH;97209;1;1213;Conseil de Prud'hommes de Fort-de-France;35 BOULEVARD DU GENERAL DE GAULLE;;97200;FORT DE FRANCE;;-61.0687;14.607529;0(596)484141;cph-fort-de-france@justice.fr
TBRTJ;97209;9;63853;Tribunal Paritaire des Baux Ruraux de Fort-de-France;63 RUE VICTOR SEVERE;;97200;FORT DE FRANCE;;-61.069995;14.606112;0(596)484163;
TA;97209;9;3970;Tribunal Administratif de la Martinique;12 RUE DU CITRONNIER - PLATEAU FOFO;;97233;SCHOELCHER;;-61.074145;14.605336;0596716667;greffe.ta-fort-de-france@juradm.fr
TE;97302;1;3383;Tribunal pour Enfants de Cayenne;15 AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.331821;4.938822;0(594)297630;
TGI;97302;1;216;Tribunal judiciaire de Cayenne;15 AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.331821;4.938822;0594297630;tj-cayenne@justice.fr
CA;97302;9;43116;Cour d'appel de Cayenne;9 AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.335511;4.938491;0594274848;
CASS;97302;9;447;Cour d'Assises de la Guyane;9 AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.335511;4.938491;0594274848;
CCD;97302;9;64183;Cour Criminelle Départementale de Guyane;9 AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.335511;4.938491;0594274848;
CDAD;97302;9;58971;Conseil départemental d'accès au droit de Guyane;AVENUE DU GENERAL DE GAULLE;;97300;CAYENNE;;-52.330598;4.939068;5945 94 29 76 33;cdad.guyane@orange.fr
CPH;97302;1;1214;Conseil de Prud'hommes de Cayenne;1 RUE LOUIS BLANC ;;97300;CAYENNE;;4.93842;-52.33559;0594274845;greffe.cph-cayenne@justice.fr
TA;97302;9;3988;Tribunal Administratif de la Guyane;7 RUE SCHOELCHER;;97300;CAYENNE;;-52.326936;4.943305;0594254970;greffe.ta-cayenne@juradm.fr
TBRTJ;97302;9;63900;Tribunal Paritaire des Baux Ruraux de Cayenne;14 RUE LALLOUETTE;;97300;CAYENNE;;-52.332365;4.939877;0594287575;
TPRX;97311;9;63066;Tribunal de proximité de Cayenne à St Laurent du Maroni;RUE DU LT COLONEL CHANDON;;97320;ST LAURENT DU MARONI;;-54.029396;5.50367;0594341025;accueil.tprx-st-laurent-du-maroni@justice.fr
TE;97411;1;3391;Tribunal pour Enfants de Saint-Denis-de-La Réunion;AVENUE DESBASSYNS;;97400;ST DENIS;;55.479768;-20.888559;0262402345;
TGI;97411;1;217;Tribunal judiciaire de Saint-Denis;AVENUE DESBASSYNS;;97400;ST DENIS;;55.479768;-20.888559;0262402345;accueil.tj-st-denis-de-la-reunion@justice.fr
CA;97411;1;33;Cour d'Appel de Saint-Denis-de-La Réunion;166 RUE JULIETTE DODU;;97400;ST DENIS;;55.451457;-20.879163;0262405858;
CASS;97411;1;2053;Cour d'Assises de La Réunion;166 RUE JULIETTE DODU;;97400;ST DENIS;;55.451457;-20.879163;0262405858;
CCD;97411;9;62848;Cour Criminelle Départementale de la Réunion;166 RUE JULIETTE DODU;;97400;ST DENIS;;55.451457;-20.879163;0262405858;
CDAD;97411;9;59032;Conseil départemental d'accès au droit de La Réunion;AVENUE DESBASSYNS;;97400;ST DENIS;;55.479768;-20.888559;0262402345;
CPH;97411;1;1215;Conseil de Prud'hommes de Saint-Denis;AVENUE DESBASSYNS;;97400;ST DENIS;;55.479768;-20.888559;0(262)402345;cph-st-denis-reunion@justice.fr
TA;97411;9;3992;Tribunal Administratif de La Réunion;27 RUE FELIX GUYON;;97400;ST DENIS;;55.451477;-20.880628;0262924360;greffe.ta-st-denis-de-la-reunion@juradm.fr
TBRTJ;97411;9;63857;Tribunal Paritaire des Baux Ruraux de Saint-Denis-de-La Réunion;CHAMP FLEURI;;97400;ST DENIS;;55.466173;-20.888155;0(262)402240;
TE;97416;1;3399;Tribunal pour Enfants de Saint-Pierre;28 RUE AUGUSTIN ARCHAMBAUD;;97410;ST PIERRE;;55.48114;-21.32881;0(262)961000;
TGI;97416;1;218;Tribunal judiciaire de Saint-Pierre;28 RUE AUGUSTIN ARCHAMBAUD;;97410;ST PIERRE;;55.48114;-21.32881;0(262)961000;accueil.tj-st-pierre-de-la-reunion@justice.fr
CPH;97416;1;1216;Conseil de Prud'hommes de Saint-Pierre;28 RUE AUGUSTIN ARCHAMBAUD;;97410;ST PIERRE;;55.48114;-21.32881;0(262)961050;cph-st-pierre-reunion@justice.fr
TBRTJ;97416;9;63861;Tribunal Paritaire des Baux Ruraux de Saint-Pierre;28 RUE AUGUSTIN ARCHAMBAUD;;97410;ST PIERRE;;55.48114;-21.32881;0(262)961000;
TBRTJ;97415;9;63859;Tribunal Paritaire des Baux Ruraux de Saint-Paul;12 RUE JULES THIREL;;97460;ST PAUL;;55.297659;-20.986966;0262453350;
TPRX;97415;9;63045;Tribunal de proximité de Saint-Paul;12 RUE JULES THIREL;;97460;ST PAUL;;55.297659;-20.986966;0262453350;tprx-st-paul-reunion@justice.fr
TBRTJ;97410;9;63855;Tribunal Paritaire des Baux Ruraux de Saint-Benoit;2 ET 4 RUE PHILIBERT;;97470;ST BENOIT;;55.711594;-21.034748;0262503729;
TPRX;97410;9;62971;Tribunal de proximité de Saint-Benoit;2 ET 4 RUE PHILIBERT;;97470;ST BENOIT;;55.711594;-21.034748;0262503729;tprx-st-benoit-reunion@justice.fr
TE;97502;1;3405;Tribunal pour Enfants de Saint-Pierre et Miquelon;14 RUE EMILE SASCO;ST PIERRE;97500;ST PIERRE ET MIQUELON;;-56.1716;46.78123;0(508)410320;
TGI;97502;9;7677;Tribunal de Première Instance de Saint-Pierre-et-Miquelon;14 RUE EMILE SASCO;ST PIERRE;97500;ST PIERRE ET MIQUELON;;-56.1716;46.78123;0(508)410320;
